gene,cluster
A60_01489,group_7186
A60_01490,group_7187
A60_01491,group_7188
A60_01492,group_7189
A60_01493,group_7190
A60_01494,group_7191
A60_01495,group_7192
A60_01534,group_7193
A60_01696,group_237
A60_01738,group_481
A60_02041,group_7194
A60_02437,group_7195
A60_02438,group_7196
A60_02439,group_7197
A60_02468,nagD_1
A60_02469,group_7199
A60_02470,group_7200
A60_02471,group_7201
A60_02472,group_7202
A60_02473,group_7203
A60_02474,group_7204
A60_02475,group_7205
A60_02574,group_7206
A60_02636,group_7207
A60_02640,group_7208
A60_02846,group_769
A60_02923,group_7209
A60_02926,group_607
A60_02952,group_7210
A60_02979,group_2361
A60_03075,group_2154
A60_03200,group_57
A60_03203,group_7211
A60_03235,group_7212
A60_03278,group_5719
A60_03279,group_1471
A60_03282,group_7213
A60_03283,group_7214
A60_03671,group_7215
A60_03707,barA_3
A60_03708,rcsB
A60_03709,group_7218
A60_03710,group_7219
A60_03711,group_7220
A60_03712,group_7221
A60_03713,group_7222
A60_03714,group_7223
A60_03775,group_7224
A60_03781,group_7225
A60_03914,group_515
A60_04344,yidD
A65_00061,group_1896
A65_00124,group_7227
A65_00125,group_7228
A65_00284,group_7229
A65_00367,group_7230
A65_00368,group_7231
A65_00369,group_7232
A65_00370,group_7233
A65_00371,group_7234
A65_00372,group_7235
A65_00373,group_7236
A65_00374,group_7237
A65_00375,group_7238
A65_00376,group_7239
A65_00377,group_7240
A65_00378,group_7241
A65_00379,group_7242
A65_00380,group_7243
A65_00381,group_7244
A65_00382,group_7245
A65_00440,group_7246
A65_00529,purC_1
A65_00530,group_8522
A65_00531,group_1254
A65_00532,group_700
A65_00533,pgaC_2
A65_00534,group_1256
A65_00535,tlpA_3
A65_00536,ccmH_3
A65_00537,ccmF_3
A65_00538,sirA_2
A65_00539,group_2612
A65_00540,mip_2
A65_00541,nrfG_3
A65_00542,group_2614
A65_00543,group_703
A65_00849,group_7247
A65_00953,group_7248
A65_01063,group_7249
A65_01064,group_7250
A65_01069,group_7251
A65_01071,group_7252
A65_01074,group_7253
A65_01075,group_7254
A65_01228,group_7255
A65_01286,group_7256
A65_01300,group_7257
A65_01535,group_7258
A65_01536,group_7259
A65_01537,wbnH
A65_01538,group_7260
A65_01539,group_7261
A65_01540,group_7262
A65_01541,group_7263
A65_01542,group_7264
A65_01543,gmd
A65_01544,colC
A65_01545,group_7267
A65_01546,group_7268
A65_01547,group_7269
A65_01548,group_7270
A65_01549,group_7271
A65_01550,group_7272
A65_01684,group_7273
A65_01685,group_7274
A65_01686,group_7275
A65_01687,group_7276
A65_01689,group_7277
A65_01791,group_7278
A65_02001,group_7279
A65_02002,group_7280
A65_02047,group_7281
A65_02406,group_9134
A65_02565,group_7282
A65_02988,group_7283
A65_03009,group_7284
A65_03011,group_7285
A65_03033,group_7286
A65_03257,group_58
A65_03258,group_7287
A65_03259,group_7288
A65_03335,group_7289
A65_03399,group_2184
A65_03456,group_7290
A65_03686,tsgA_2
A65_03722,group_1879
A65_03724,group_7291
A65_03725,group_7292
A65_03726,group_7293
A65_03727,ltrA
A65_03728,group_7295
A65_03729,group_7296
A65_03774,group_7297
A65_03836,group_1187
A65_04009,group_7298
A65_04145,group_2272
A65_04155,group_7299
A65_04159,group_7300
A65_04160,group_7301
A65_04164,mcpP_5
A65_04324,group_7302
A65_04325,group_7303
A65_04410,group_7304
A65_04411,group_7305
A65_04424,glnB_2
A93_00120,group_7306
A93_00210,group_7307
A93_00633,group_1092
A93_00804,group_7308
A93_01150,group_7309
A93_01416,group_133
A93_01421,group_7310
A93_01422,wbpI
A93_01425,wbpE
A93_01426,group_7313
A93_01427,group_7314
A93_01428,group_7315
A93_01429,group_7316
A93_01430,group_7317
A93_01431,group_7318
A93_01432,group_7319
A93_01433,group_7320
A93_01434,group_7321
A93_01435,group_7322
A93_01436,group_7323
A93_01454,group_3675
A93_01455,group_7324
A93_01456,group_7325
A93_01460,group_1757
A93_01462,group_2320
A93_01463,group_1486
A93_01464,group_7326
A93_01465,group_7327
A93_01466,group_7328
A93_01467,group_7329
A93_01468,group_7330
A93_01520,group_7331
A93_01523,group_7332
A93_01562,group_7333
A93_01564,ytrB
A93_01565,group_7335
A93_01566,group_7336
A93_02121,group_7337
A93_02122,group_7339
A93_02123,group_7341
A93_02124,group_7343
A93_02125,group_7345
A93_02126,group_7347
A93_02127,group_7349
A93_02128,group_7338
A93_02129,group_7340
A93_02130,group_7342
A93_02131,group_7344
A93_02132,group_7346
A93_02133,group_7348
A93_02134,group_7350
A93_02156,group_7351
A93_02157,group_7352
A93_02158,group_7353
A93_02159,group_7354
A93_02160,group_7355
A93_02161,group_7356
A93_02228,group_7357
A93_02229,group_7358
A93_02233,group_7359
A93_02234,higB
A93_02236,group_7361
A93_02237,group_7362
A93_02238,group_7363
A93_02239,group_7364
A93_02250,group_7365
A93_02267,group_7366
A93_02268,group_7367
A93_02271,group_7368
A93_02276,group_7369
A93_02277,group_7370
A93_02279,group_3676
A93_02285,group_7371
A93_02286,group_7372
A93_02289,group_7373
A93_02292,group_3677
A93_02293,group_7374
A93_02294,group_7375
A93_02295,group_7376
A93_02296,group_7377
A93_02297,group_7378
A93_02298,group_7379
A93_02526,group_3678
A93_02527,group_7380
A93_02528,group_7381
A93_02529,group_7382
A93_02576,htpG_1
A93_02577,group_7384
A93_02579,group_7385
A93_02580,group_7386
A93_02581,group_7387
A93_02582,group_7388
A93_02819,group_1141
A93_03049,group_7389
A93_03050,group_7390
A93_03051,group_7391
A93_03052,group_7392
A93_03055,group_116
A93_03123,group_7393
A93_03269,group_7394
A93_03270,group_7395
A93_03271,pomZ
A93_03302,group_7397
A93_03303,group_7398
A93_03313,group_1515
A93_03314,group_7399
A93_03315,group_7400
A93_03316,oprJ
A93_03317,mdtO
A93_03318,mdtN_2
A93_03319,group_7404
A93_03320,group_7405
A93_03322,aspT
A93_03323,gadA
A93_03324,nhaK
A93_03325,cbh_2
A93_03333,group_7410
A93_03340,arsD
A93_03352,group_1760
A93_03353,group_7412
A93_03354,group_7413
A93_03355,group_7414
A93_03356,intA_2
A93_03386,group_7416
A93_03436,group_7417
A93_03437,group_7418
A93_03508,group_1433
A93_03773,group_511
A93_03879,tldD_1
A93_03986,group_7420
A93_04476,group_7421
A93_04483,group_8398
A94_00119,group_7422
A94_00120,group_7423
A94_00209,group_7424
A94_00210,pdhR_1
A94_00211,group_7426
A94_00212,group_7427
A94_00365,group_7428
A94_00366,group_7429
A94_00367,group_7430
A94_00368,group_7431
A94_00369,group_7432
A94_00370,group_7433
A94_00371,group_7434
A94_00372,group_7435
A94_00373,group_7436
A94_00374,group_7437
A94_00455,group_7438
A94_00460,group_7440
A94_00462,group_7441
A94_00485,group_7442
A94_00488,group_7443
A94_00490,group_7444
A94_00491,group_7445
A94_00502,group_7446
A94_00656,yejK_1
A94_00657,group_7448
A94_00659,group_3679
A94_00677,group_7449
A94_00680,group_7450
A94_00687,group_7451
A94_00691,group_7452
A94_00695,group_7453
A94_00696,group_7454
A94_01270,group_7455
A94_01319,group_7456
A94_01535,group_7457
A94_01536,group_7458
A94_01537,group_7459
A94_01538,group_7460
A94_01539,group_7461
A94_01540,group_7462
A94_01541,group_7463
A94_01542,group_7464
A94_01543,group_7465
A94_01544,group_7466
A94_01545,group_7467
A94_01546,group_7468
A94_01547,group_7469
A94_01548,group_7470
A94_01549,group_7471
A94_01550,group_7472
A94_01553,group_835
A94_01570,group_2030
A94_01789,group_7473
A94_02190,group_7474
A94_02191,group_7476
A94_02192,group_7478
A94_02193,group_7480
A94_02194,group_7482
A94_02195,group_7484
A94_02196,group_7486
A94_02199,group_7488
A94_02200,group_7490
A94_02201,group_7492
A94_02202,group_7494
A94_02203,group_7475
A94_02204,group_7477
A94_02205,group_7479
A94_02206,group_7481
A94_02207,group_7483
A94_02208,group_7485
A94_02209,group_7487
A94_02210,group_3659
A94_02212,group_7489
A94_02213,group_7491
A94_02214,group_7493
A94_02215,group_7495
A94_02531,group_7496
A94_02532,group_7497
A94_02533,group_7498
A94_02534,group_7499
A94_02535,group_7500
A94_02536,group_7501
A94_02999,group_7502
A94_03000,group_7503
A94_03053,group_7504
A94_03054,group_7505
A94_03055,group_7506
A94_03056,group_7507
A94_03409,group_7508
A94_04341,group_403
A94_04342,group_7509
A94_04343,group_7510
A94_04344,group_7511
A94_04429,group_7512
A94_04438,group_1215
A97_00044,envC_1
A97_00123,group_7513
A97_00262,group_7514
A97_00420,group_7515
A97_00421,group_7516
A97_00422,group_7517
A97_00877,group_300
A97_01559,group_7518
A97_01560,group_7519
A97_01561,group_7520
A97_01562,repA
A97_01563,group_7522
A97_01565,group_3680
A97_01570,group_7523
A97_02254,group_7524
A97_02264,group_7525
A97_02285,group_7526
A97_02286,group_7527
A97_02290,group_7528
A97_02301,group_7529
A97_02302,group_7530
A97_02310,group_7531
A97_02314,group_7532
A97_02317,group_7533
A97_02560,group_65
A97_04454,group_7534
A97_04455,group_7535
A97_04456,group_7536
A97_04457,group_7537
A97_04458,group_7538
A97_04459,group_7539
A97_04460,group_7540
A97_04461,group_7541
A97_04462,group_7542
A97_04463,group_7543
A97_04464,group_7544
A97_04465,rdgC_2
A97_04466,group_7546
A97_04467,group_7547
A97_04468,group_7548
A97_04469,group_7549
A97_04470,group_7550
A97_04471,group_7551
A97_04472,group_7552
A97_04473,group_7553
A97_04474,group_7554
A97_04475,group_7555
A97_04476,group_7556
A97_04477,group_7557
A97_04478,group_7558
A97_04479,parM
A97_04480,group_7560
A97_04481,group_7561
A97_04482,group_7562
A97_04483,group_7563
A97_04484,group_7564
A97_04485,group_7565
A97_04486,group_7566
A97_04487,group_7567
A97_04488,group_7568
A97_04489,group_7569
A97_04490,group_7570
A97_04491,group_7571
A97_04492,group_7572
A97_04493,group_7573
A97_04494,group_7574
A97_04495,group_7575
A97_04496,ihfA_2
A97_04497,hup
A97_04498,group_7578
A97_04499,group_7579
A97_04500,group_7580
A97_04501,group_7581
A97_04502,group_7582
A97_04503,group_7583
A97_04504,group_7584
A97_04505,group_7585
A97_04506,group_7586
A97_04507,group_7587
A97_04508,group_7588
A97_04509,group_7589
A97_04510,group_7590
A97_04511,group_7591
A97_04512,group_7592
A97_04513,group_7593
A97_04514,group_7594
A97_04515,group_7595
A97_04516,group_7596
A97_04517,group_7597
A97_04518,group_7598
A97_04519,group_7599
A97_04520,group_7600
A97_04521,group_7601
A97_04522,group_7602
A97_04523,group_7603
A97_04524,group_7604
A97_04525,group_7605
A97_04526,group_7606
A97_04527,group_7607
A97_04528,group_7608
A97_04529,group_7609
A97_04530,group_7610
A97_04531,group_7611
A97_04532,group_7612
A97_04533,group_7613
A97_04534,group_7614
A97_04535,group_7615
A97_04536,group_7616
A97_04537,group_7617
A97_04538,group_7618
A97_04539,group_7619
A97_04540,group_7620
A97_04541,group_7621
A97_04542,group_7622
A97_04543,group_7623
A97_04544,group_7624
A97_04545,repA_2
A97_04546,group_7626
A97_04547,group_7627
A97_04548,group_7628
A97_04549,group_7629
A97_04551,group_7630
A97_04552,group_7631
A97_04553,group_7632
A97_04561,group_686
CECT5071_00005,group_839
CECT5071_00344,group_7633
CECT5071_00832,group_441
CECT5071_01228,group_9738
CECT5071_01457,glf
CECT5071_01458,group_7635
CECT5071_01459,group_7636
CECT5071_01460,group_7637
CECT5071_01461,group_7638
CECT5071_01462,group_7639
CECT5071_01463,group_7640
CECT5071_01464,group_7641
CECT5071_01465,group_7642
CECT5071_01466,group_7643
CECT5071_01467,group_122
CECT5071_01481,group_7644
CECT5071_01488,group_7645
CECT5071_01490,group_7646
CECT5071_01491,group_7647
CECT5071_01492,group_7648
CECT5071_01493,group_7649
CECT5071_01494,group_7650
CECT5071_01497,group_689
CECT5071_01509,group_7651
CECT5071_01510,group_7652
CECT5071_01511,group_7653
CECT5071_01558,group_7654
CECT5071_01777,group_1464
CECT5071_01970,group_7655
CECT5071_01971,group_7656
CECT5071_01972,group_7657
CECT5071_01987,group_7658
CECT5071_01988,group_7659
CECT5071_01989,group_7660
CECT5071_01990,group_7661
CECT5071_01991,group_7662
CECT5071_02076,group_7664
CECT5071_02528,lodB_2
CECT5071_02529,group_462
CECT5071_02530,group_7665
CECT5071_02531,group_7666
CECT5071_02533,group_7667
CECT5071_02534,group_7668
CECT5071_02535,group_7669
CECT5071_02536,group_7670
CECT5071_02575,group_7671
CECT5071_02576,group_7672
CECT5071_02769,group_7673
CECT5071_02770,group_9739
CECT5071_02834,group_9740
CECT5071_02931,group_7674
CECT5071_02992,rpoS_1
CECT5071_03041,group_7675
CECT5071_03044,group_7676
CECT5071_03066,group_7677
CECT5071_03067,group_7678
CECT5071_03068,group_7679
CECT5071_03069,group_7680
CECT5071_03073,group_1651
CECT5071_03165,group_841
CECT5071_03290,group_9741
CECT5071_03293,group_7681
CECT5071_03294,group_7682
CECT5071_03295,group_7683
CECT5071_03298,group_2163
CECT5071_03327,group_7684
CECT5071_03328,group_7685
CECT5071_03429,group_120
CECT5071_03774,group_7686
CECT5071_03776,group_7687
CECT5071_03777,group_7688
CECT5071_04292,group_7689
CECT5071_04362,group_7690
G1_00534,group_626
G1_00546,group_7691
G1_00719,group_412
G1_00757,group_1391
G1_00872,group_1679
G1_00980,group_2391
G1_00981,group_1210
G1_01049,group_503
G1_01350,group_1439
G1_01357,group_2442
G1_01388,group_1818
G1_01389,group_7692
G1_01390,group_7693
G1_01391,group_7694
G1_01392,group_7695
G1_01393,group_7696
G1_01394,group_7697
G1_01413,intA_1
G1_01414,group_7699
G1_01415,group_7700
G1_01416,group_7701
G1_01417,group_7702
G1_01425,fcuA
G1_01426,btuF_2
G1_01427,fecE_1
G1_01428,group_7706
G1_01429,group_7707
G1_01431,group_7708
G1_01432,group_7709
G1_01433,group_7710
G1_01434,fhuE_1
G1_01435,group_7712
G1_01436,group_7713
G1_01493,group_2443
G1_01842,group_1063
G1_01843,group_7714
G1_01844,group_83
G1_01845,group_7715
G1_01846,group_81
G1_01847,group_82
G1_01848,group_84
G1_01851,group_7716
G1_01852,group_7717
G1_01891,group_7718
G1_01900,group_1819
G1_01921,group_413
G1_02070,group_1064
G1_02283,group_7719
G1_02284,group_7720
G1_02285,group_7721
G1_02286,vdcA_1
G1_02348,group_1065
G1_02473,group_2392
G1_02474,group_1211
G1_02657,group_7722
G1_02740,group_2394
G1_02741,group_1213
G1_02742,group_2444
G1_02745,group_642
G1_02759,group_7723
G1_02760,group_1496
G1_02762,group_7724
G1_02763,group_7725
G1_02764,group_1820
G1_02765,group_7726
G1_02766,group_7727
G1_02767,group_7728
G1_02768,group_7729
G1_02769,group_7730
G1_02770,group_7731
G1_02771,group_7732
G1_02772,group_7733
G1_02773,group_7734
G1_02774,group_7735
G1_02888,group_1214
G1_02889,group_2395
G1_02921,group_7736
G1_02922,group_7737
G1_02923,wfeD
G1_02924,group_7739
G1_02925,group_7740
G1_02926,group_7741
G1_02927,group_7742
G1_02928,group_7743
G1_02929,bacC
G1_02930,group_7745
G1_02931,group_7746
G1_02932,group_7747
G1_02933,araB
G1_02999,group_7749
G1_03000,group_7750
G1_03001,group_7751
G1_03031,group_1299
G1_03082,group_7752
G1_03084,group_7753
G1_03085,group_7754
G1_03153,group_7755
G1_03635,group_7756
G1_03668,group_7757
G1_03673,group_7758
G1_03678,group_371
G1_03692,group_414
G1_03763,group_2545
G1_03764,group_2445
G1_03957,group_7759
G1_03959,group_7760
G1_03960,group_7761
G1_04020,group_7762
G1_04021,group_1821
G1_04026,group_7763
G1_04093,group_662
G1_04331,group_7764
G1_04332,group_7765
HUD-D8_00362,mrr_1
HUD-D8_00363,group_7767
HUD-D8_00418,group_7768
HUD-D8_00591,group_7769
HUD-D8_00601,group_7770
HUD-D8_00602,group_7771
HUD-D8_00604,group_7772
HUD-D8_00617,group_7773
HUD-D8_00634,group_7774
HUD-D8_00635,group_7775
HUD-D8_00636,group_7776
HUD-D8_00637,group_7777
HUD-D8_00638,group_7778
HUD-D8_00639,group_7779
HUD-D8_00723,group_7780
HUD-D8_01070,group_7781
HUD-D8_01414,group_7782
HUD-D8_01502,group_7784
HUD-D8_01505,group_7785
HUD-D8_01506,group_7786
HUD-D8_01508,group_7787
HUD-D8_01509,group_7788
HUD-D8_01519,group_7789
HUD-D8_01552,group_7790
HUD-D8_01555,group_637
HUD-D8_01739,group_7791
HUD-D8_01741,group_15
HUD-D8_02064,group_7792
HUD-D8_02065,group_7793
HUD-D8_02173,mrr_2
HUD-D8_02286,group_7794
HUD-D8_02291,group_248
HUD-D8_02301,group_1132
HUD-D8_02666,group_7795
HUD-D8_02944,group_7796
HUD-D8_02962,group_1147
HUD-D8_02999,group_7797
HUD-D8_03000,group_7798
HUD-D8_03001,group_7799
HUD-D8_03223,group_7800
HUD-D8_03228,group_7801
HUD-D8_03229,group_7802
HUD-D8_03255,group_7803
HUD-D8_03296,group_7804
HUD-D8_03349,group_7805
HUD-D8_03350,group_7806
HUD-D8_03351,group_7807
HUD-D8_03494,group_7808
HUD-D8_03688,group_544
HUD-D8_03689,group_7809
HUD-G3_00370,group_7810
HUD-G3_00372,group_7811
HUD-G3_00373,group_7812
HUD-G3_00376,group_7813
HUD-G3_00377,group_7814
HUD-G3_00380,group_7815
HUD-G3_00381,group_7816
HUD-G3_00382,group_7817
HUD-G3_00383,group_7818
HUD-G3_00393,group_7819
HUD-G3_00397,group_7820
HUD-G3_00398,group_7821
HUD-G3_00399,group_7822
HUD-G3_00786,group_7823
HUD-G3_00793,group_1467
HUD-G3_01171,group_7824
HUD-G3_01174,group_3217
HUD-G3_01175,cspG
HUD-G3_01176,rnr_2
HUD-G3_01181,group_7827
HUD-G3_01182,group_7828
HUD-G3_01183,group_7829
HUD-G3_01184,group_7830
HUD-G3_01185,group_7831
HUD-G3_01186,group_7832
HUD-G3_01192,ybaQ
HUD-G3_01201,group_7834
HUD-G3_01225,group_7835
HUD-G3_01226,group_7836
HUD-G3_01227,estP
HUD-G3_01231,group_7838
HUD-G3_02531,group_7839
HUD-G3_02936,group_808
HUD-G3_03267,group_7840
HUD-G3_03731,group_7841
HUD-G3_03732,group_7842
HUD-G3_03733,group_7843
HUD-G3_03734,group_7844
HUD-G3_03735,group_7845
HUD-G3_03772,group_7846
HUD-G3_03773,group_7847
HUD-G3_03776,group_7848
HUD-G3_03777,group_7849
HUD-G3_03778,group_7850
HUD-G3_03779,group_7851
HUD-G3_03780,group_7852
HUD-G3_03781,group_7853
HUD-G3_03782,group_7854
HUD-G3_03783,group_7855
HUD-G3_03784,hsdR_5
HUD-G3_03785,group_7857
HUD-G3_03787,group_7858
HUD-G3_03788,group_7859
HUD-G3_03790,group_7860
HUD-G3_03791,group_7861
HUD-G3_03792,group_7862
HUD-G3_03793,group_7863
HUD-G3_03794,group_7864
HUD-G3_03925,ygiD_1
HUD-G3_04059,group_2456
HUD-G3_04436,group_2413
HUD-G3_04438,group_3681
HUD-G3_04439,group_7865
HUD-G3_04440,adrA_4
HUD-G3_04442,group_285
HUD-G3_04445,group_3682
HUD-G3_04447,group_7867
HUD-G3_04448,group_7868
HUD-G3_04449,group_7869
HUD-G3_04450,group_3219
HUD-G3_04457,group_7870
HUD-G3_04465,group_7871
HUD-H4_00051,tnsA
HUD-H4_00052,tnsB
HUD-H4_00053,tnsC
HUD-H4_00054,group_7875
